attacker_id,attack_type,period_ms,start_sec,duration_sec
2,dis,0,75,0
6,dis,0,75,0
7,dis,0,75,0
8,dis,0,75,0
11,dis,0,75,0
14,dis,0,75,0
17,dis,0,75,0
19,dis,0,75,0
21,dis,0,75,0
27,dis,0,75,0
32,dis,0,75,0
35,dis,0,75,0
