attacker_id,attack_type,period_ms,start_sec,duration_sec
2,neighbor,5000,75,0
6,neighbor,5000,75,0
7,neighbor,5000,75,0
8,neighbor,5000,75,0
11,neighbor,5000,75,0
14,neighbor,5000,75,0
17,neighbor,5000,75,0
19,neighbor,5000,75,0
21,neighbor,5000,75,0
27,neighbor,5000,75,0
32,neighbor,5000,75,0
35,neighbor,5000,75,0
