attacker_id,attack_type,period_ms,start_sec,duration_sec
3,neighbor,5000,75,600
5,neighbor,5000,75,600
7,neighbor,5000,75,600
12,neighbor,5000,75,600
15,neighbor,5000,75,600
18,neighbor,5000,75,600
20,neighbor,5000,75,600
21,neighbor,5000,75,600
23,neighbor,5000,75,600
25,neighbor,5000,75,600
35,neighbor,5000,75,600
39,neighbor,5000,75,600
