attacker_id,attack_type,period_ms,start_sec,duration_sec
4,neighbor,10000,75,0
6,neighbor,10000,75,0
10,neighbor,10000,75,0
20,neighbor,10000,75,0
26,neighbor,10000,75,0
27,neighbor,10000,75,0
