attacker_id,attack_type,period_ms,start_sec,duration_sec
3,neighbor,5000,75,600
5,neighbor,5000,75,600
12,neighbor,5000,75,600
13,neighbor,5000,75,600
17,neighbor,5000,75,600
18,neighbor,5000,75,600
24,neighbor,5000,75,600
29,neighbor,5000,75,600
31,neighbor,5000,75,600
34,neighbor,5000,75,600
35,neighbor,5000,75,600
38,neighbor,5000,75,600
