attacker_id,attack_type,period_ms,start_sec,duration_sec
3,dis,5000,75,600
5,dis,5000,75,600
7,dis,5000,75,600
12,dis,5000,75,600
15,dis,5000,75,600
18,dis,5000,75,600
20,dis,5000,75,600
21,dis,5000,75,600
23,dis,5000,75,600
25,dis,5000,75,600
35,dis,5000,75,600
39,dis,5000,75,600
