attacker_id,attack_type,period_ms,start_sec,duration_sec
2,neighbor,5000,75,0
6,neighbor,5000,75,0
10,neighbor,5000,75,0
17,neighbor,5000,75,0
25,neighbor,5000,75,0
28,neighbor,5000,75,0
31,neighbor,5000,75,0
32,neighbor,5000,75,0
36,neighbor,5000,75,0
37,neighbor,5000,75,0
39,neighbor,5000,75,0
40,neighbor,5000,75,0
