attacker_id,attack_type,period_ms,start_sec,duration_sec
5,neighbor,10000,75,0
9,neighbor,10000,75,0
11,neighbor,10000,75,0
14,neighbor,10000,75,0
17,neighbor,10000,75,0
25,neighbor,10000,75,0
