attacker_id,attack_type,period_ms,start_sec,duration_sec
6,dis,5000,75,600
8,dis,5000,75,600
9,dis,5000,75,600
10,dis,5000,75,600
14,dis,5000,75,600
18,dis,5000,75,600
22,dis,5000,75,600
27,dis,5000,75,600
30,dis,5000,75,600
32,dis,5000,75,600
33,dis,5000,75,600
38,dis,5000,75,600
