attacker_id,attack_type,period_ms,start_sec,duration_sec
10,neighbor,10000,75,600
13,neighbor,10000,75,600
21,neighbor,10000,75,600
24,neighbor,10000,75,600
25,neighbor,10000,75,600
28,neighbor,10000,75,600
