name,nodes,spacing,attack,attackers,seed,mode,window,period_ms,duration,dis_threshold,tag,attackers_detected,node_TP,node_FP,node_FN,node_TN,node_TPR,node_FPR,node_precision,node_F1,dec_TP,dec_FP,dec_FN,dec_TN,dec_TPR,dec_FPR,detection_latency_sec,pdr,pdr_normal,delay_mean_s,delay_p95_s,dio_rx_per_node_min,dis_rx_per_node_min,parent_changes_per_node,blocks_temp,blocks_perm,blocked_pairs,temp_block_time_s,attacker_injections
m-20-base-w300-dt3-paper-s2,20,20,baseline,0,2,paper,300,,30,3,dt3,,0,10,0,10,nan,0.5,0.0,0.0,0,17,0,1063,nan,0.01574074074074074,,1.0,1.0,0.03739291408325806,0.07268319999998311,4.618078588967653,0.10309150380838951,1.0,17,0,16,1020,0
m-20-base-w300-dt3-paper-s3,20,20,baseline,0,3,paper,300,,30,3,dt3,,0,9,0,11,nan,0.45,0.0,0.0,0,13,0,1067,nan,0.012037037037037037,,1.0,1.0,0.037352995555555206,0.07247040000000875,4.502336639079336,0.09677919878394833,1.0,13,0,10,780,0
m-20-dis-a1-w300-dt3-paper-s1,20,20,dis,1,1,paper,300,0,30,3,dt3,6,1,0,0,19,1.0,0.0,1.0,1.0,14,0,7,603,0.6666666666666666,0.0,225,1.0,1.0,0.0375953504880199,0.0706959999999981,13.388860796487316,0.38196783164634573,1.0555555555555556,24,2,16,1440,18
m-20-dis-a1-w300-dt3-paper-s2,20,20,dis,1,2,paper,300,0,30,3,dt3,3,1,0,0,19,1.0,0.0,1.0,1.0,20,0,10,585,0.6666666666666666,0.0,225,1.0,1.0,0.03804940425531774,0.07432520000000395,13.828871984219942,0.4397168223663961,1.0555555555555556,24,0,14,1440,15
m-20-dis-a1-w300-dt3-paper-s3,20,20,dis,1,3,paper,300,0,30,3,dt3,9,1,0,0,19,1.0,0.0,1.0,1.0,34,0,17,543,0.6666666666666666,0.0,225,0.9991111111111111,1.0,0.03875904626334136,0.07669119999997455,19.867086393844,0.8305712398052377,1.0555555555555556,37,0,20,2220,19
m-20-base-w300-dt5-paper-s1,20,20,baseline,0,1,paper,300,,30,5,dt5,,0,8,0,12,nan,0.4,0.0,0.0,0,18,0,1062,nan,0.016666666666666666,,1.0,1.0,0.038943070921986636,0.07369599999992715,4.592730715028002,0.09888151333317273,1.0,18,0,16,1080,0
m-20-base-w300-dt5-paper-s2,20,20,baseline,0,2,paper,300,,30,5,dt5,,0,10,0,10,nan,0.5,0.0,0.0,0,17,0,1063,nan,0.01574074074074074,,1.0,1.0,0.03739291408325806,0.07268319999998311,4.618078588967653,0.10309150380838951,1.0,17,0,16,1020,0
m-20-base-w300-dt5-paper-s3,20,20,baseline,0,3,paper,300,,30,5,dt5,,0,9,0,11,nan,0.45,0.0,0.0,0,13,0,1067,nan,0.012037037037037037,,1.0,1.0,0.037352995555555206,0.07247040000000875,4.502336639079336,0.09677919878394833,1.0,13,0,10,780,0
m-20-dis-a1-w300-dt5-paper-s1,20,20,dis,1,1,paper,300,0,30,5,dt5,6,1,0,0,19,1.0,0.0,1.0,1.0,14,0,7,603,0.6666666666666666,0.0,225,1.0,1.0,0.0375953504880199,0.0706959999999981,13.388860796487316,0.38196783164634573,1.0555555555555556,24,2,16,1440,18
m-20-dis-a1-w300-dt5-paper-s2,20,20,dis,1,2,paper,300,0,30,5,dt5,3,1,0,0,19,1.0,0.0,1.0,1.0,10,0,20,585,0.3333333333333333,0.0,525,1.0,1.0,0.037608779450840575,0.07369599999992715,14.981463048907615,0.4841326630094664,1.0555555555555556,16,0,15,960,17
m-20-dis-a1-w300-dt5-paper-s3,20,20,dis,1,3,paper,300,0,30,5,dt5,9,1,0,0,19,1.0,0.0,1.0,1.0,34,0,17,543,0.6666666666666666,0.0,225,0.9991111111111111,1.0,0.03875904626334136,0.07669119999997455,19.867086393844,0.8305712398052377,1.0555555555555556,37,0,20,2220,19
m-20-neighbor-a1-w300-p1000-paper-s1,20,20,neighbor,1,1,paper,300,1000,30,3,p1000,6,1,2,0,17,1.0,0.10526315789473684,0.3333333333333333,0.5,21,3,0,600,1.0,0.004975124378109453,225,1.0,1.0,0.03889198581560416,0.07534600000004148,13.84189241076554,0.10215418753332502,1.0555555555555556,23,7,16,1380,599
m-20-neighbor-a1-w300-p1000-paper-s2,20,20,neighbor,1,2,paper,300,1000,30,3,p1000,3,1,1,0,18,1.0,0.05263157894736842,0.5,0.6666666666666666,30,1,0,584,1.0,0.0017094017094017094,225,1.0,1.0,0.037527872340424824,0.07169600000014213,17.84184318632134,0.10659801754336874,1.0555555555555556,25,10,15,1500,599
m-20-neighbor-a1-w300-p1000-paper-s3,20,20,neighbor,1,3,paper,300,1000,30,3,p1000,9,1,1,0,18,1.0,0.05263157894736842,0.5,0.6666666666666666,51,1,0,542,1.0,0.001841620626151013,225,1.0,1.0,0.03828397153024941,0.07369599999992715,26.866980906854987,0.11325971451889606,1.0555555555555556,40,17,23,2400,599
m-20-neighbor-a1-w300-p1000-sliding-s1,20,20,neighbor,1,1,sliding,300,1000,30,3,p1000,6,1,13,0,6,1.0,0.6842105263157895,0.07142857142857142,0.13333333333333333,425,83,2,12178,0.9953161592505855,0.006769431530870239,5,1.0,1.0,0.03889198581560416,0.07534600000004148,11.874502566568838,0.08561329924435096,1.0555555555555556,237,86,131,14220,599
m-20-neighbor-a1-w300-p1000-sliding-s2,20,20,neighbor,1,2,sliding,300,1000,30,3,p1000,3,1,14,0,5,1.0,0.7368421052631579,0.06666666666666667,0.125,608,63,2,11832,0.9967213114754099,0.005296343001261034,5,1.0,1.0,0.037527872340424824,0.07169600000014213,15.25154581382338,0.08933726268393705,1.0555555555555556,213,79,122,12780,599
m-20-neighbor-a1-w300-p1000-sliding-s3,20,20,neighbor,1,3,sliding,300,1000,30,3,p1000,9,1,5,0,14,1.0,0.2631578947368421,0.16666666666666666,0.2857142857142857,1030,10,7,11031,0.9932497589199615,0.0009057150620414817,5,1.0,1.0,0.03828397153024941,0.07369599999992715,22.757932907432483,0.09492036460587111,1.0555555555555556,238,91,132,14280,599
m-20-neighbor-a1-w300-p5000-paper-s1,20,20,neighbor,1,1,paper,300,5000,30,3,p5000,6,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,21,4,0,599,1.0,0.006633499170812604,225,1.0,1.0,0.03838987943262185,0.07432520000005298,6.395740436869045,0.10215418753332502,1.0555555555555556,23,7,15,1380,119
m-20-neighbor-a1-w300-p5000-paper-s2,20,20,neighbor,1,2,paper,300,5000,30,3,p5000,3,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,30,3,0,582,1.0,0.005128205128205128,225,1.0,1.0,0.03812800710479647,0.07466400000000561,7.213132520434619,0.10659801754336874,1.0555555555555556,26,10,16,1560,119
m-20-neighbor-a1-w300-p5000-paper-s3,20,20,neighbor,1,3,paper,300,5000,30,3,p5000,9,1,1,0,18,1.0,0.05263157894736842,0.5,0.6666666666666666,50,1,1,542,0.9803921568627451,0.001841620626151013,225,1.0,1.0,0.0378069191111113,0.07369600000004084,8.776517485856415,0.11325971451889606,1.0555555555555556,39,16,22,2340,119
m-20-neighbor-a1-w300-p5000-sliding-s1,20,20,neighbor,1,1,sliding,300,5000,30,3,p5000,6,1,16,0,3,1.0,0.8421052631578947,0.058823529411764705,0.1111111111111111,413,87,14,12174,0.9672131147540983,0.007095669195008564,25,1.0,1.0,0.03838987943262185,0.07432520000005298,5.582235265222247,0.08561329924435096,1.0555555555555556,245,89,134,14700,119
m-20-neighbor-a1-w300-p5000-sliding-s2,20,20,neighbor,1,2,sliding,300,5000,30,3,p5000,3,1,15,0,4,1.0,0.7894736842105263,0.0625,0.11764705882352941,591,63,19,11832,0.9688524590163935,0.005296343001261034,15,1.0,1.0,0.03812800710479647,0.07466400000000561,6.3296071009226935,0.08933726268393705,1.0555555555555556,228,76,131,13680,119
m-20-neighbor-a1-w300-p5000-sliding-s3,20,20,neighbor,1,3,sliding,300,5000,30,3,p5000,9,1,5,0,14,1.0,0.2631578947368421,0.16666666666666666,0.2857142857142857,1003,11,34,11030,0.9672131147540983,0.00099628656824563,25,1.0,1.0,0.0378069191111113,0.07369600000004084,7.631163038134103,0.09492036460587111,1.0555555555555556,238,93,132,14280,119
m-20-neighbor-a1-w300-p10000-paper-s1,20,20,neighbor,1,1,paper,300,10000,30,3,p10000,6,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,21,4,0,599,1.0,0.006633499170812604,225,1.0,1.0,0.03843675886524748,0.07432520000005298,5.467469776240135,0.10215418753332502,1.0555555555555556,23,7,15,1380,59
m-20-neighbor-a1-w300-p10000-paper-s2,20,20,neighbor,1,2,paper,300,10000,30,3,p10000,3,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,28,3,2,582,0.9333333333333333,0.005128205128205128,225,1.0,1.0,0.037977703637978734,0.07468639999993627,5.920631557721273,0.10659801754336874,1.0555555555555556,26,8,16,1560,59
m-20-neighbor-a1-w300-p10000-paper-s3,20,20,neighbor,1,3,paper,300,10000,30,3,p10000,9,1,1,0,18,1.0,0.05263157894736842,0.5,0.6666666666666666,48,1,3,542,0.9411764705882353,0.001841620626151013,225,1.0,1.0,0.0378702989323828,0.07369599999992715,6.513543974194552,0.11325971451889606,1.0555555555555556,38,14,21,2280,59
m-20-neighbor-a1-w300-p10000-sliding-s1,20,20,neighbor,1,1,sliding,300,10000,30,3,p10000,6,1,16,0,3,1.0,0.8421052631578947,0.058823529411764705,0.1111111111111111,398,87,29,12174,0.9320843091334895,0.007095669195008564,35,1.0,1.0,0.03843675886524748,0.07432520000005298,4.803340357966575,0.08561329924435096,1.0555555555555556,250,88,137,15000,59
m-20-neighbor-a1-w300-p10000-sliding-s2,20,20,neighbor,1,2,sliding,300,10000,30,3,p10000,3,1,15,0,4,1.0,0.7894736842105263,0.0625,0.11764705882352941,564,63,46,11832,0.9245901639344263,0.005296343001261034,25,1.0,1.0,0.037977703637978734,0.07468639999993627,5.233054241243118,0.08933726268393705,1.0555555555555556,236,85,131,14160,59
m-20-neighbor-a1-w300-p10000-sliding-s3,20,20,neighbor,1,3,sliding,300,10000,30,3,p10000,9,1,6,0,13,1.0,0.3157894736842105,0.14285714285714285,0.25,960,11,77,11030,0.9257473481195757,0.00099628656824563,25,1.0,1.0,0.0378702989323828,0.07369599999992715,5.7073195698804655,0.09492036460587111,1.0555555555555556,252,100,140,15120,59
m-20-neighbor-a1-w300-p30000-paper-s1,20,20,neighbor,1,1,paper,300,30000,30,3,p30000,6,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,15,4,6,599,0.7142857142857143,0.006633499170812604,225,1.0,1.0,0.03829168085106345,0.0746959999999035,4.8456616782112,0.10215418753332502,1.0555555555555556,22,2,15,1320,19
m-20-neighbor-a1-w300-p30000-paper-s2,20,20,neighbor,1,2,paper,300,30000,30,3,p30000,3,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,18,3,12,582,0.6,0.005128205128205128,225,1.0,1.0,0.03797444543034749,0.07369599999992715,5.032314744859866,0.10659801754336874,1.0555555555555556,23,0,15,1380,19
m-20-neighbor-a1-w300-p30000-paper-s3,20,20,neighbor,1,3,paper,300,30000,30,3,p30000,9,1,1,0,18,1.0,0.05263157894736842,0.5,0.6666666666666666,33,1,18,542,0.6470588235294118,0.001841620626151013,225,1.0,1.0,0.03790347330960885,0.07460599999991752,5.005635225991995,0.11325971451889606,1.0555555555555556,37,0,21,2220,19
m-20-neighbor-a1-w300-p30000-sliding-s1,20,20,neighbor,1,1,sliding,300,30000,30,3,p30000,6,1,16,0,3,1.0,0.8421052631578947,0.058823529411764705,0.1111111111111111,208,87,219,12174,0.48711943793911006,0.007095669195008564,55,1.0,1.0,0.03829168085106345,0.0746959999999035,4.292142107406102,0.08561329924435096,1.0555555555555556,247,91,136,14820,19
m-20-neighbor-a1-w300-p30000-sliding-s2,20,20,neighbor,1,2,sliding,300,30000,30,3,p30000,3,1,15,0,4,1.0,0.7894736842105263,0.0625,0.11764705882352941,249,63,361,11832,0.4081967213114754,0.005296343001261034,65,1.0,1.0,0.03797444543034749,0.07369599999992715,4.499744210045802,0.08933726268393705,1.0555555555555556,232,82,128,13920,19
m-20-neighbor-a1-w300-p30000-sliding-s3,20,20,neighbor,1,3,sliding,300,30000,30,3,p30000,9,1,7,0,12,1.0,0.3684210526315789,0.125,0.2222222222222222,448,13,589,11028,0.43201542912246865,0.0011774295806539262,45,1.0,1.0,0.03790347330960885,0.07460599999991752,4.438302538499358,0.09492036460587111,1.0555555555555556,247,101,137,14820,19
m-20-neighbor-a1-w300-p0-paper-s1,20,20,neighbor,1,1,paper,300,0,30,3,p0,6,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,14,4,7,599,0.6666666666666666,0.006633499170812604,225,1.0,1.0,0.03816439007091829,0.07468479999993675,4.821233502931491,0.10215418753332502,1.0555555555555556,24,0,16,1440,18
m-20-neighbor-a1-w300-p0-paper-s2,20,20,neighbor,1,2,paper,300,0,30,3,p0,3,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,15,3,15,582,0.5,0.005128205128205128,225,1.0,1.0,0.03793714995563468,0.07369599999992715,4.945703855605879,0.10659801754336874,1.0555555555555556,21,0,15,1260,15
m-20-neighbor-a1-w300-p0-paper-s3,20,20,neighbor,1,3,paper,300,0,30,3,p0,9,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,34,3,17,540,0.6666666666666666,0.0055248618784530384,225,1.0,1.0,0.038063167999999634,0.0736960000001318,5.007856004708051,0.11325971451889606,1.0555555555555556,39,0,22,2340,19
m-20-neighbor-a1-w300-p0-sliding-s1,20,20,neighbor,1,1,sliding,300,0,30,3,p0,6,1,16,0,3,1.0,0.8421052631578947,0.058823529411764705,0.1111111111111111,194,90,233,12171,0.45433255269320844,0.007340347443112307,35,1.0,1.0,0.03816439007091829,0.07468479999993675,4.305790604387085,0.08561329924435096,1.0555555555555556,246,90,139,14760,18
m-20-neighbor-a1-w300-p0-sliding-s2,20,20,neighbor,1,2,sliding,300,0,30,3,p0,3,1,15,0,4,1.0,0.7894736842105263,0.0625,0.11764705882352941,184,65,426,11830,0.3016393442622951,0.00546448087431694,25,1.0,1.0,0.03793714995563468,0.07369599999992715,4.4265372864575765,0.08933726268393705,1.0555555555555556,232,83,130,13920,15
m-20-neighbor-a1-w300-p0-sliding-s3,20,20,neighbor,1,3,sliding,300,0,30,3,p0,9,1,10,0,9,1.0,0.5263157894736842,0.09090909090909091,0.16666666666666669,477,22,560,11019,0.45998071359691417,0.00199257313649126,55,1.0,1.0,0.038063167999999634,0.0736960000001318,4.444196286628482,0.09492036460587111,1.0555555555555556,251,101,141,15060,19
m-20-dis-a1-w300-p1000-paper-s1,20,20,dis,1,1,paper,300,1000,30,3,p1000,6,1,0,0,19,1.0,0.0,1.0,1.0,21,0,0,603,1.0,0.0,225,1.0,1.0,0.038311950398583476,0.07427680000006083,23.926287314870518,9.38708153702967,1.0555555555555556,19,8,11,1140,599
m-20-dis-a1-w300-p1000-paper-s2,20,20,dis,1,2,paper,300,1000,30,3,p1000,3,1,0,0,19,1.0,0.0,1.0,1.0,30,0,0,585,1.0,0.0,225,1.0,1.0,0.03889453900709146,0.07569599999987986,32.414680501312716,13.37360961762847,1.0555555555555556,23,10,13,1380,599
m-20-dis-a1-w300-p1000-paper-s3,20,20,dis,1,3,paper,300,1000,30,3,p1000,9,1,0,0,19,1.0,0.0,1.0,1.0,51,0,0,543,1.0,0.0,225,1.0,1.0,0.03909832120674536,0.0726959999999508,43.99362636508492,22.718566265260915,1.0555555555555556,36,17,19,2160,599
m-20-dis-a1-w300-p1000-sliding-s1,20,20,dis,1,1,sliding,300,1000,30,3,p1000,6,1,0,0,19,1.0,0.0,1.0,1.0,427,0,0,12261,1.0,0.0,5,1.0,1.0,0.038084780141842786,0.0733252000000674,6.174704111442211,7.839200356895788,1.0555555555555556,225,87,127,13500,599
m-20-dis-a1-w300-p1000-sliding-s2,20,20,dis,1,2,sliding,300,1000,30,3,p1000,3,1,0,0,19,1.0,0.0,1.0,1.0,610,0,0,11895,1.0,0.0,5,1.0,1.0,0.037499932683791065,0.0726959999999508,6.542403497454571,11.22857720358734,1.0555555555555556,251,99,135,15060,599
m-20-dis-a1-w300-p1000-sliding-s3,20,20,dis,1,3,sliding,300,1000,30,3,p1000,9,1,0,0,19,1.0,0.0,1.0,1.0,1037,0,0,11041,1.0,0.0,5,1.0008873114463177,1.0009372071227742,0.038452503546097035,0.07369600000004084,6.33019568794775,19.023157777188406,1.1666666666666667,265,109,139,15900,599
m-20-dis-a1-w300-p5000-paper-s1,20,20,dis,1,1,paper,300,5000,30,3,p5000,6,1,0,0,19,1.0,0.0,1.0,1.0,21,0,0,603,1.0,0.0,225,1.0,1.0,0.03813789902568729,0.0746959999999035,23.71309596697488,1.94981253596216,1.0555555555555556,20,8,12,1200,119
m-20-dis-a1-w300-p5000-paper-s2,20,20,dis,1,2,paper,300,5000,30,3,p5000,3,1,0,0,19,1.0,0.0,1.0,1.0,30,0,0,585,1.0,0.0,225,1.0,1.0,0.03881840638864336,0.0746959999999035,32.063795360232454,2.749340535806052,1.0555555555555556,21,10,11,1260,119
m-20-dis-a1-w300-p5000-paper-s3,20,20,dis,1,3,paper,300,5000,30,3,p5000,9,1,0,0,19,1.0,0.0,1.0,1.0,51,0,0,543,1.0,0.0,225,1.0,1.0,0.03893828063943046,0.07769599999983257,43.19858758473659,4.605895057101773,1.0555555555555556,41,17,24,2460,119
m-20-dis-a1-w300-p5000-sliding-s1,20,20,dis,1,1,sliding,300,5000,30,3,p5000,6,1,0,0,19,1.0,0.0,1.0,1.0,413,0,14,12261,0.9672131147540983,0.0,25,1.0,1.0,0.037916421612046024,0.07369599999996126,6.757246778039642,1.6359584790387935,1.0555555555555556,234,93,128,14040,119
m-20-dis-a1-w300-p5000-sliding-s2,20,20,dis,1,2,sliding,300,5000,30,3,p5000,3,1,0,0,19,1.0,0.0,1.0,1.0,590,0,20,11895,0.9672131147540983,0.0,25,1.0,1.0,0.038651344552699717,0.07668319999991126,7.317280171706219,2.285544970330723,1.0555555555555556,261,99,138,15660,119
m-20-dis-a1-w300-p5000-sliding-s3,20,20,dis,1,3,sliding,300,5000,30,3,p5000,9,1,0,0,19,1.0,0.0,1.0,1.0,1003,0,34,11041,0.9672131147540983,0.0,25,1.0,1.0,0.03813487744227836,0.07542199999997479,7.560438060584629,3.860094827305425,1.1666666666666667,234,98,128,14040,119
m-20-dis-a1-w300-p10000-paper-s1,20,20,dis,1,1,paper,300,10000,30,3,p10000,6,1,0,0,19,1.0,0.0,1.0,1.0,21,0,0,603,1.0,0.0,225,1.0,1.0,0.038067131975201576,0.07469599999997172,18.23674321790576,1.019321132126004,1.0555555555555556,20,8,12,1200,59
m-20-dis-a1-w300-p10000-paper-s2,20,20,dis,1,2,paper,300,10000,30,3,p10000,3,1,0,0,19,1.0,0.0,1.0,1.0,30,0,0,585,1.0,0.0,225,1.0,1.0,0.038104213143869615,0.0736960000001261,24.56640145968219,1.4168653165139429,1.0555555555555556,21,10,11,1260,59
m-20-dis-a1-w300-p10000-paper-s3,20,20,dis,1,3,paper,300,10000,30,3,p10000,9,1,0,0,19,1.0,0.0,1.0,1.0,51,0,0,543,1.0,0.0,225,0.9991111111111111,0.99906191369606,0.039119380782918815,0.0746960000000172,32.452239377737804,2.340700766723852,1.0555555555555556,39,17,22,2340,59
m-20-dis-a1-w300-p10000-sliding-s1,20,20,dis,1,1,sliding,300,10000,30,3,p10000,6,1,0,0,19,1.0,0.0,1.0,1.0,399,0,28,12261,0.9344262295081968,0.0,45,1.0,1.0,0.038135794508415394,0.07469599999997172,6.263109148705399,0.8542718337642846,1.0555555555555556,245,89,136,14700,59
m-20-dis-a1-w300-p10000-sliding-s2,20,20,dis,1,2,sliding,300,10000,30,3,p10000,3,1,0,0,19,1.0,0.0,1.0,1.0,570,0,40,11895,0.9344262295081968,0.0,45,1.0,1.0,0.03797061934339576,0.07337360000002495,6.978543050696291,1.18744111650733,1.0555555555555556,244,95,136,14640,59
m-20-dis-a1-w300-p10000-sliding-s3,20,20,dis,1,3,sliding,300,10000,30,3,p10000,9,1,0,0,19,1.0,0.0,1.0,1.0,969,0,68,11041,0.9344262295081968,0.0,45,1.0,1.0,0.037495574090508174,0.07369600000002378,7.348883522476119,1.961687535188003,1.1666666666666667,247,102,136,14820,59
m-20-dis-a1-w300-p30000-paper-s1,20,20,dis,1,1,paper,300,30000,30,3,p30000,6,1,0,0,19,1.0,0.0,1.0,1.0,14,0,7,603,0.6666666666666666,0.0,225,1.0,1.0,0.0381797905944988,0.07369600000015453,13.293368838575729,0.3975130340970691,1.0555555555555556,20,1,12,1200,19
m-20-dis-a1-w300-p30000-paper-s2,20,20,dis,1,2,paper,300,30000,30,3,p30000,3,1,0,0,19,1.0,0.0,1.0,1.0,20,0,10,585,0.6666666666666666,0.0,225,1.0,1.0,0.03850684902309204,0.07242200000002441,17.055682806939,0.5285485036525367,1.0555555555555556,27,0,17,1620,19
m-20-dis-a1-w300-p30000-paper-s3,20,20,dis,1,3,paper,300,30000,30,3,p30000,9,1,0,0,19,1.0,0.0,1.0,1.0,34,0,17,543,0.6666666666666666,0.0,225,1.0,1.0,0.038077024911034686,0.0756911999999005,22.087865109900786,0.8305712398052377,1.0555555555555556,41,0,24,2460,19
m-20-dis-a1-w300-p30000-sliding-s1,20,20,dis,1,1,sliding,300,30000,30,3,p30000,,0,0,1,19,0.0,0.0,nan,0.0,0,0,427,12261,0.0,0.0,,1.0,1.0,0.037858040744019515,0.0746960000000172,12.921094130519709,0.33314740358127876,1.0555555555555556,210,65,118,12600,19
m-20-dis-a1-w300-p30000-sliding-s2,20,20,dis,1,2,sliding,300,30000,30,3,p30000,,0,0,1,19,0.0,0.0,nan,0.0,0,0,610,11895,0.0,0.0,,1.0,1.0,0.0381896899911426,0.0726959999999508,16.88350185194905,0.44296392747452124,1.0555555555555556,201,65,115,12060,19
m-20-dis-a1-w300-p30000-sliding-s3,20,20,dis,1,3,sliding,300,30000,30,3,p30000,,0,0,1,19,0.0,0.0,nan,0.0,0,0,1037,11041,0.0,0.0,,1.0,1.0,0.03884357295374109,0.07469600000011382,22.29015542434211,0.6960826737763882,1.0555555555555556,208,67,125,12480,19
m-20-dis-a1-w300-p0-paper-s1,20,20,dis,1,1,paper,300,0,30,3,p0,6,1,0,0,19,1.0,0.0,1.0,1.0,14,0,7,603,0.6666666666666666,0.0,225,1.0,1.0,0.0375953504880199,0.0706959999999981,13.388860796487316,0.38196783164634573,1.0555555555555556,24,2,16,1440,18
m-20-dis-a1-w300-p0-paper-s2,20,20,dis,1,2,paper,300,0,30,3,p0,3,1,0,0,19,1.0,0.0,1.0,1.0,20,0,10,585,0.6666666666666666,0.0,225,1.0,1.0,0.03804940425531774,0.07432520000000395,13.828871984219942,0.4397168223663961,1.0555555555555556,24,0,14,1440,15
m-20-dis-a1-w300-p0-paper-s3,20,20,dis,1,3,paper,300,0,30,3,p0,9,1,0,0,19,1.0,0.0,1.0,1.0,34,0,17,543,0.6666666666666666,0.0,225,0.9991111111111111,1.0,0.03875904626334136,0.07669119999997455,19.867086393844,0.8305712398052377,1.0555555555555556,37,0,20,2220,19
m-20-dis-a1-w300-p0-sliding-s1,20,20,dis,1,1,sliding,300,0,30,3,p0,,0,0,1,19,0.0,0.0,nan,0.0,0,0,427,12261,0.0,0.0,,1.0,1.0,0.03820309929078012,0.07369600000002094,11.873261794116022,0.3201192928267036,1.0555555555555556,203,64,118,12180,18
m-20-dis-a1-w300-p0-sliding-s2,20,20,dis,1,2,sliding,300,0,30,3,p0,3,1,0,0,19,1.0,0.0,1.0,1.0,20,0,590,11895,0.03278688524590164,0.0,575,1.0,1.0,0.03756380106572124,0.07469599999998877,14.568798191714542,0.4057400680228808,1.0555555555555556,231,71,129,13860,17
m-20-dis-a1-w300-p0-sliding-s3,20,20,dis,1,3,sliding,300,0,30,3,p0,,0,0,1,19,0.0,0.0,nan,0.0,0,0,1037,11041,0.0,0.0,,1.0,1.0,0.03873765271593979,0.07369600000013747,19.61067140648095,0.7277227953116785,1.0555555555555556,194,66,109,11640,20
