name,nodes,spacing,attack,attackers,seed,mode,window,period_ms,duration,dis_threshold,tag,attackers_detected,node_TP,node_FP,node_FN,node_TN,node_TPR,node_FPR,node_precision,node_F1,dec_TP,dec_FP,dec_FN,dec_TN,dec_TPR,dec_FPR,detection_latency_sec,node_FPR_anyrule,dec_FPR_anyrule,blocks_temp_normal,blocks_perm_normal,normals_blocked,pdr,pdr_normal,rx_duplicates,delay_mean_s,delay_p95_s,overhead_source,dio_rx_per_node_min,dis_rx_per_node_min,parent_changes_per_node,blocks_temp,blocks_perm,blocked_pairs,temp_block_time_s,attacker_injections
m-30-dis-a20pct-w300-sliding-s2,30,20,dis,20%,2,sliding,300,0,30,3,,3;13;27,3,0,3,24,0.5,0.0,1.0,0.6666666666666666,168,0,9464,42656,0.01744186046511628,0.0,65,0.08333333333333333,7.032513654797346e-05,8,1,6,1.0,1.0,0,0.05208947319347606,0.10369599999989987,ev,77.27540353238913,4.376813928503661,1.0,52,15,37,3120,316
m-30-dis-a20pct-w300-sliding-s3,30,20,dis,20%,3,sliding,300,0,30,3,,6;13;19;20;21,5,0,1,24,0.8333333333333334,0.0,1.0,0.9090909090909091,291,0,11749,36464,0.024169435215946843,0.0,355,0.16666666666666666,0.0006303614986159454,7,1,5,1.0,1.0,0,0.051662476635515125,0.10169599999999832,ev,71.0276277982199,5.500568269819698,1.0344827586206897,119,50,66,7140,313
m-30-dis-a20pct-w300-sliding-s4,30,20,dis,20%,4,sliding,300,0,30,3,,5;9;11;14;17;25,6,0,0,24,1.0,0.0,1.0,1.0,334,0,11018,38184,0.02942212825933756,0.0,155,0.25,0.00015710919088766692,15,1,10,1.0,1.0,0,0.05137817757009141,0.09969599999999446,ev,57.824189412015535,5.406839299762301,1.0344827586206897,137,52,77,8220,321
m-30-dis-a20pct-w300-sliding-s5,30,20,dis,20%,5,sliding,300,0,30,3,,10;13;21;24;25;28,6,0,0,24,1.0,0.0,1.0,1.0,515,0,10665,38700,0.04606440071556351,0.0,195,0.08333333333333333,0.00010334849111202976,7,0,4,1.0,1.0,0,0.05103220093457963,0.0986784,ev,66.23723709814337,5.075428111379946,1.0,137,56,69,8220,314
m-40-neighbor-a30pct-w300-paper-s1,40,20,neighbor,30%,1,paper,300,0,30,3,,18;30;33,3,0,9,28,0.25,0.0,1.0,0.4,20,0,565,1220,0.03418803418803419,0.0,225,0.0,0.0,0,0,0,0.9995650282731623,1.0,3,0.06493577053455012,0.12966399999999112,ev,69.2446717085015,0.2358074472930231,1.0,9,4,5,540,6408
m-40-neighbor-a30pct-w300-paper-s2,40,20,neighbor,30%,2,paper,300,0,30,3,,15;18;23;25,4,0,8,28,0.3333333333333333,0.0,1.0,0.5,25,0,570,1220,0.04201680672268908,0.0,225,0.0,0.0,0,0,0,1.0,1.0,3,0.06425367013888555,0.12469599999985803,ev,64.17321811091117,0.25687564934798834,1.0,12,5,6,720,5830
m-40-neighbor-a30pct-w300-paper-s3,40,20,neighbor,30%,3,paper,300,0,30,3,,10;17;25;28,4,0,8,28,0.3333333333333333,0.0,1.0,0.5,51,0,444,1475,0.10303030303030303,0.0,225,0.0,0.0,0,0,0,1.0,1.0,1,0.06364593379790866,0.12469600000004277,ev,37.66741390696913,0.28643482337726045,1.0,27,11,15,1620,3768
m-40-neighbor-a30pct-w300-paper-s4,40,20,neighbor,30%,4,paper,300,0,30,3,,14;19;21;27;32;35,6,0,6,28,0.5,0.0,1.0,0.6666666666666666,43,0,512,1335,0.07747747747747748,0.0,225,0.0,0.0,0,0,0,1.0,1.0,2,0.06403312941176655,0.12399600000003347,ev,55.60376755585546,0.35820007088873274,1.0,22,10,11,1320,4977
m-40-neighbor-a30pct-w300-paper-s5,40,20,neighbor,30%,5,paper,300,0,30,3,,5;13;24,3,0,9,28,0.25,0.0,1.0,0.4,33,0,547,1210,0.056896551724137934,0.0,225,0.0,0.0,0,0,0,1.0,1.0,0,0.06443455497382124,0.12769600000001446,ev,78.1940959806065,0.28397849513728657,1.0,14,7,7,840,7199
m-40-neighbor-a30pct-w300-sliding-s1,40,20,neighbor,30%,1,sliding,300,0,30,3,,14;18;30;33,4,1,8,27,0.3333333333333333,0.03571428571428571,0.8,0.47058823529411764,674,1,19450,41967,0.03349234744583582,2.3827678231033168e-05,5,0.03571428571428571,2.3827678231033168e-05,5,0,2,1.0,1.0,4,0.0650848041684746,0.1275671999999873,ev,71.30790850306308,0.23582045752030215,1.0,21,7,14,1260,6636
m-40-neighbor-a30pct-w300-sliding-s2,40,20,neighbor,30%,2,sliding,300,0,30,3,,15;18;20;23;25;35;39,7,1,5,27,0.5833333333333334,0.03571428571428571,0.875,0.7000000000000001,998,1,19470,41967,0.048759038499120576,2.3827678231033168e-05,5,0.03571428571428571,2.3827678231033168e-05,3,0,3,1.0,1.0,1,0.06569357111787526,0.1326960000000213,ev,62.64872094814822,0.2569443745876926,1.0,35,13,20,2100,5645
m-40-neighbor-a30pct-w300-sliding-s3,40,20,neighbor,30%,3,sliding,300,0,30,3,,2;6;10;17;25;28;31;36;37,9,7,3,21,0.75,0.25,0.5625,0.6428571428571429,1470,12,15558,50728,0.08632840028188865,0.0002364998029168309,5,0.25,0.0002364998029168309,19,1,9,1.0,1.0,0,0.06293286274509785,0.12369599999999537,ev,35.041802578968515,0.286438524357716,1.0,102,38,57,6120,3504
m-40-neighbor-a30pct-w300-sliding-s4,40,20,neighbor,30%,4,sliding,300,0,30,3,,14;17;19;21;27;32;35,7,6,5,22,0.5833333333333334,0.21428571428571427,0.5384615384615384,0.5599999999999999,1275,41,17817,45883,0.06678189817724701,0.0008927793746189356,5,0.21428571428571427,0.0008927793746189356,26,7,11,0.9995640802092415,0.9993698802772527,1,0.06479802615518866,0.12767519999999308,ev,51.85726647948992,0.3582497326945561,1.0256410256410255,74,26,44,4440,4579
m-40-neighbor-a30pct-w300-sliding-s5,40,20,neighbor,30%,5,sliding,300,0,30,3,,5;13;24,3,1,9,27,0.25,0.03571428571428571,0.75,0.375,997,1,18955,41623,0.049969927826784284,2.4024601191620218e-05,5,0.03571428571428571,2.4024601191620218e-05,5,0,3,1.0,1.0,2,0.06440579755671934,0.1266960000000381,ev,80.67099601876171,0.28395281949581735,1.0,23,8,15,1380,7374
m-40-dis-a30pct-w300-paper-s1,40,20,dis,30%,1,paper,300,0,30,3,,6;8;9;10;14;18;22;27;30;32;33;38,12,0,0,28,1.0,0.0,1.0,1.0,585,0,0,1220,1.0,0.0,225,0.0,0.0,0,0,0,1.0,1.0,0,0.0636559408181038,0.12566400000000044,ev,63.88541657464295,8.052036619252142,1.0,234,117,117,14040,652
m-40-dis-a30pct-w300-paper-s2,40,20,dis,30%,2,paper,300,0,30,3,,3;5;7;12;15;18;20;21;23;25;35;39,12,0,0,28,1.0,0.0,1.0,1.0,595,0,0,1220,1.0,0.0,225,0.0,0.0,0,0,0,1.0,1.0,0,0.06435600695652274,0.12474440000008231,ev,65.40578390353718,7.858571298650575,1.0,238,119,119,14280,631
m-40-dis-a30pct-w300-paper-s3,40,20,dis,30%,3,paper,300,0,30,3,,2;6;10;17;25;28;31;32;36;37;39;40,12,0,0,28,1.0,0.0,1.0,1.0,495,0,0,1475,1.0,0.0,225,0.03571428571428571,0.0013540961408259986,0,0,0,1.0,1.0,0,0.06325954355400816,0.12467199999998968,ev,59.87052293596276,6.7137357967122835,1.0,200,99,100,12000,639
m-40-dis-a30pct-w300-paper-s4,40,20,dis,30%,4,paper,300,0,30,3,,2;6;7;8;11;14;17;19;21;27;32;35,12,0,0,28,1.0,0.0,1.0,1.0,555,0,0,1335,1.0,0.0,225,0.0,0.0,0,0,0,1.0,1.0,0,0.06449205928508929,0.12666400000000522,ev,61.49560233354785,7.657011155845488,1.0,222,111,111,13320,644
m-40-dis-a30pct-w300-paper-s5,40,20,dis,30%,5,paper,300,0,30,3,,3;5;12;13;17;18;24;29;31;34;35;38,12,0,0,28,1.0,0.0,1.0,1.0,580,0,0,1210,1.0,0.0,225,0.0,0.0,0,0,0,1.0,1.0,0,0.06364969432314602,0.12569600000006176,ev,63.57358454064066,7.791903284767885,1.0,232,116,116,13920,634
m-40-dis-a30pct-w300-sliding-s1,40,20,dis,30%,1,sliding,300,0,30,3,,6;8;10;14;18;27;30;32;33;38,10,0,2,28,0.8333333333333334,0.0,1.0,0.9090909090909091,358,0,19766,41968,0.017789703836215465,0.0,65,0.07142857142857142,4.765308553728854e-05,6,0,3,0.9995644599303136,1.0,0,0.0647405594771265,0.12969600000008086,ev,85.833147837239,7.672933286468563,1.0,194,74,104,11640,623
m-40-dis-a30pct-w300-sliding-s2,40,20,dis,30%,2,sliding,300,0,30,3,,5;7;12;15;18;20;21;23;25;35;39,11,0,1,28,0.9166666666666666,0.0,1.0,0.9565217391304348,692,0,19776,41968,0.033808872386163764,0.0,55,0.03571428571428571,2.3827110486311324e-05,3,0,3,1.0,1.0,0,0.06461408529155611,0.126841200000034,ev,89.43246914881168,8.058703822515552,1.0,208,85,115,12480,640
m-40-dis-a30pct-w300-sliding-s3,40,20,dis,30%,3,sliding,300,0,30,3,,2;6;10;17;25;28;31;32;36;37;39,11,0,1,28,0.9166666666666666,0.0,1.0,0.9565217391304348,489,0,16539,50740,0.02871740662438337,0.0,155,0.10714285714285714,7.882705344474224e-05,11,1,4,0.999564649542882,1.0,0,0.06469266550522666,0.13069600000008563,ev,87.86720363291109,6.630904719726374,1.0,185,67,102,11100,629
m-40-dis-a30pct-w300-sliding-s4,40,20,dis,30%,4,sliding,300,0,30,3,,2;6;7;11;14;17;19;21;27;32;35,11,0,1,28,0.9166666666666666,0.0,1.0,0.9565217391304348,687,0,18405,45924,0.03598365807668133,0.0,65,0.07142857142857142,4.354831685755346e-05,10,2,5,1.0,1.0,0,0.06620646904969538,0.13469600000003937,ev,75.68288764725045,7.5358142579278145,1.0,216,101,111,12960,635
m-40-dis-a30pct-w300-sliding-s5,40,20,dis,30%,5,sliding,300,0,30,3,,3;5;12;13;17;18;24;29;31;34;35;38,12,0,0,28,1.0,0.0,1.0,1.0,581,0,19371,41624,0.029119887730553327,0.0,95,0.03571428571428571,2.4024024024024024e-05,5,0,4,1.0,1.0,0,0.06401362652705078,0.12669599999995002,ev,88.32984942623906,7.743140942363075,1.0,215,71,121,12900,632
m-20-base-w300-dt2-paper-s1,20,20,baseline,0,1,paper,300,,30,2,dt2,,0,8,0,12,nan,0.4,0.0,0.0,0,18,0,1062,nan,0.016666666666666666,,0.4,0.016666666666666666,18,0,8,1.0,1.0,0,0.038943070921986636,0.07369599999992715,ev,4.074118968471627,0.08253603082679589,1.0,18,0,16,1080,0
m-20-base-w300-dt2-paper-s2,20,20,baseline,0,2,paper,300,,30,2,dt2,,0,10,0,10,nan,0.5,0.0,0.0,0,17,0,1063,nan,0.01574074074074074,,0.5,0.01574074074074074,17,0,10,1.0,1.0,0,0.03739291408325806,0.07268319999998311,ev,4.190720898626236,0.08599050420129212,1.0,17,0,16,1020,0
m-20-base-w300-dt2-paper-s3,20,20,baseline,0,3,paper,300,,30,2,dt2,,0,9,0,11,nan,0.45,0.0,0.0,0,13,0,1067,nan,0.012037037037037037,,0.45,0.012037037037037037,13,0,9,1.0,1.0,0,0.037352995555555206,0.07247040000000875,ev,4.094116508217053,0.08072411460693718,1.0,13,0,10,780,0
m-20-dis-a1-w300-dt2-paper-s1,20,20,dis,1,1,paper,300,0,30,2,dt2,6,1,0,0,19,1.0,0.0,1.0,1.0,14,0,7,603,0.6666666666666666,0.0,225,0.05263157894736842,0.0049504950495049506,10,1,7,1.0,1.0,0,0.0375953504880199,0.0706959999999981,ev,11.443836817392876,0.31855315303310805,1.0,24,2,16,1440,18
m-20-dis-a1-w300-dt2-paper-s2,20,20,dis,1,2,paper,300,0,30,2,dt2,3,1,0,0,19,1.0,0.0,1.0,1.0,20,0,10,585,0.6666666666666666,0.0,225,0.05263157894736842,0.0017064846416382253,3,0,3,1.0,1.0,0,0.03804940425531774,0.07432520000000395,ev,11.816466571560245,0.3667754163926836,1.0,24,0,14,1440,15
m-20-dis-a1-w300-dt2-paper-s3,20,20,dis,1,3,paper,300,0,30,2,dt2,9,1,0,0,19,1.0,0.0,1.0,1.0,34,0,17,543,0.6666666666666666,0.0,225,0.05263157894736842,0.001838235294117647,3,0,3,0.9991111111111111,1.0,0,0.03875904626334136,0.07669119999997455,ev,16.839206962798187,0.6926056751442342,1.0,37,0,20,2220,19
m-20-base-w300-dt3-paper-s1,20,20,baseline,0,1,paper,300,,30,3,dt3,,0,8,0,12,nan,0.4,0.0,0.0,0,18,0,1062,nan,0.016666666666666666,,0.4,0.016666666666666666,18,0,8,1.0,1.0,0,0.038943070921986636,0.07369599999992715,ev,4.074118968471627,0.08253603082679589,1.0,18,0,16,1080,0
m-20-base-w300-dt3-paper-s2,20,20,baseline,0,2,paper,300,,30,3,dt3,,0,10,0,10,nan,0.5,0.0,0.0,0,17,0,1063,nan,0.01574074074074074,,0.5,0.01574074074074074,17,0,10,1.0,1.0,0,0.03739291408325806,0.07268319999998311,ev,4.190720898626236,0.08599050420129212,1.0,17,0,16,1020,0
m-20-base-w300-dt3-paper-s3,20,20,baseline,0,3,paper,300,,30,3,dt3,,0,9,0,11,nan,0.45,0.0,0.0,0,13,0,1067,nan,0.012037037037037037,,0.45,0.012037037037037037,13,0,9,1.0,1.0,0,0.037352995555555206,0.07247040000000875,ev,4.094116508217053,0.08072411460693718,1.0,13,0,10,780,0
m-20-dis-a1-w300-dt3-paper-s1,20,20,dis,1,1,paper,300,0,30,3,dt3,6,1,0,0,19,1.0,0.0,1.0,1.0,14,0,7,603,0.6666666666666666,0.0,225,0.05263157894736842,0.0049504950495049506,10,1,7,1.0,1.0,0,0.0375953504880199,0.0706959999999981,ev,11.443836817392876,0.31855315303310805,1.0,24,2,16,1440,18
m-20-dis-a1-w300-dt3-paper-s2,20,20,dis,1,2,paper,300,0,30,3,dt3,3,1,0,0,19,1.0,0.0,1.0,1.0,20,0,10,585,0.6666666666666666,0.0,225,0.05263157894736842,0.0017064846416382253,3,0,3,1.0,1.0,0,0.03804940425531774,0.07432520000000395,ev,11.816466571560245,0.3667754163926836,1.0,24,0,14,1440,15
m-20-dis-a1-w300-dt3-paper-s3,20,20,dis,1,3,paper,300,0,30,3,dt3,9,1,0,0,19,1.0,0.0,1.0,1.0,34,0,17,543,0.6666666666666666,0.0,225,0.05263157894736842,0.001838235294117647,3,0,3,0.9991111111111111,1.0,0,0.03875904626334136,0.07669119999997455,ev,16.839206962798187,0.6926056751442342,1.0,37,0,20,2220,19
m-20-base-w300-dt5-paper-s1,20,20,baseline,0,1,paper,300,,30,5,dt5,,0,8,0,12,nan,0.4,0.0,0.0,0,18,0,1062,nan,0.016666666666666666,,0.4,0.016666666666666666,18,0,8,1.0,1.0,0,0.038943070921986636,0.07369599999992715,ev,4.074118968471627,0.08253603082679589,1.0,18,0,16,1080,0
m-20-base-w300-dt5-paper-s2,20,20,baseline,0,2,paper,300,,30,5,dt5,,0,10,0,10,nan,0.5,0.0,0.0,0,17,0,1063,nan,0.01574074074074074,,0.5,0.01574074074074074,17,0,10,1.0,1.0,0,0.03739291408325806,0.07268319999998311,ev,4.190720898626236,0.08599050420129212,1.0,17,0,16,1020,0
m-20-base-w300-dt5-paper-s3,20,20,baseline,0,3,paper,300,,30,5,dt5,,0,9,0,11,nan,0.45,0.0,0.0,0,13,0,1067,nan,0.012037037037037037,,0.45,0.012037037037037037,13,0,9,1.0,1.0,0,0.037352995555555206,0.07247040000000875,ev,4.094116508217053,0.08072411460693718,1.0,13,0,10,780,0
m-20-dis-a1-w300-dt5-paper-s1,20,20,dis,1,1,paper,300,0,30,5,dt5,6,1,0,0,19,1.0,0.0,1.0,1.0,14,0,7,603,0.6666666666666666,0.0,225,0.05263157894736842,0.0049504950495049506,10,1,7,1.0,1.0,0,0.0375953504880199,0.0706959999999981,ev,11.443836817392876,0.31855315303310805,1.0,24,2,16,1440,18
m-20-dis-a1-w300-dt5-paper-s2,20,20,dis,1,2,paper,300,0,30,5,dt5,3,1,0,0,19,1.0,0.0,1.0,1.0,10,0,20,585,0.3333333333333333,0.0,525,0.05263157894736842,0.0017064846416382253,4,0,4,1.0,1.0,0,0.037608779450840575,0.07369599999992715,ev,12.838984839951953,0.4038232138377616,1.0,16,0,15,960,17
m-20-dis-a1-w300-dt5-paper-s3,20,20,dis,1,3,paper,300,0,30,5,dt5,9,1,0,0,19,1.0,0.0,1.0,1.0,34,0,17,543,0.6666666666666666,0.0,225,0.05263157894736842,0.001838235294117647,3,0,3,0.9991111111111111,1.0,0,0.03875904626334136,0.07669119999997455,ev,16.839206962798187,0.6926056751442342,1.0,37,0,20,2220,19
m-20-neighbor-a1-w300-p1000-paper-s1,20,20,neighbor,1,1,paper,300,1000,30,3,p1000,6,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,14,4,7,599,0.6666666666666666,0.006633499170812604,225,0.15789473684210525,0.006633499170812604,9,0,7,1.0,1.0,0,0.038091829787233404,0.07432520000005298,ev,4.473111904027439,0.08530810430566425,1.0,23,0,15,1380,34
m-20-neighbor-a1-w300-p1000-paper-s2,20,20,neighbor,1,2,paper,300,1000,30,3,p1000,3,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,21,3,9,582,0.7,0.005128205128205128,225,0.15789473684210525,0.005128205128205128,7,0,6,1.0,1.0,0,0.0379677375886515,0.0736959999999641,ev,5.101509774812824,0.0889152030468466,1.0,27,1,17,1620,50
m-20-neighbor-a1-w300-p1000-paper-s3,20,20,neighbor,1,3,paper,300,1000,30,3,p1000,9,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,34,3,17,540,0.6666666666666666,0.0055248618784530384,225,0.15789473684210525,0.0055248618784530384,5,0,5,1.0,1.0,0,0.03827973688888955,0.0746959999999035,ev,7.033930163308829,0.09455203962275971,1.0,39,1,22,2340,101
m-20-neighbor-a1-w300-p1000-sliding-s1,20,20,neighbor,1,1,sliding,300,1000,30,3,p1000,6,1,17,0,2,1.0,0.8947368421052632,0.05555555555555555,0.10526315789473684,210,113,217,12148,0.4918032786885246,0.009216214011907675,25,0.8947368421052632,0.009216214011907675,229,86,18,1.0,1.0,0,0.038091829787233404,0.07432520000005298,ev,4.491657144093887,0.08530810430566425,1.0,246,94,134,14760,34
m-20-neighbor-a1-w300-p1000-sliding-s2,20,20,neighbor,1,2,sliding,300,1000,30,3,p1000,3,1,17,0,2,1.0,0.8947368421052632,0.05555555555555555,0.10526315789473684,444,68,166,11827,0.7278688524590164,0.005716687683900799,5,0.8947368421052632,0.005716687683900799,219,75,18,1.0,1.0,0,0.03837159574467675,0.07469600000009109,ev,5.044085372845068,0.0889152030468466,1.0,240,85,134,14400,48
m-20-neighbor-a1-w300-p1000-sliding-s3,20,20,neighbor,1,3,sliding,300,1000,30,3,p1000,9,1,8,0,11,1.0,0.42105263157894735,0.1111111111111111,0.19999999999999998,963,14,74,11027,0.9286403085824494,0.0012680010868580745,5,0.42105263157894735,0.0012680010868580745,217,90,18,1.0,1.0,0,0.038217180444446205,0.07455039999998687,ev,7.0461909851259374,0.09451755398248891,1.105263157894737,252,107,134,15120,101
m-20-neighbor-a1-w300-p5000-paper-s1,20,20,neighbor,1,1,paper,300,5000,30,3,p5000,6,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,14,4,7,599,0.6666666666666666,0.006633499170812604,225,0.15789473684210525,0.006633499170812604,9,0,7,1.0,1.0,0,0.038091829787233404,0.07432520000005298,ev,4.473111904027439,0.08530810430566425,1.0,23,0,15,1380,34
m-20-neighbor-a1-w300-p5000-paper-s2,20,20,neighbor,1,2,paper,300,5000,30,3,p5000,3,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,21,3,9,582,0.7,0.005128205128205128,225,0.15789473684210525,0.005128205128205128,7,0,6,1.0,1.0,0,0.0379677375886515,0.0736959999999641,ev,5.101509774812824,0.0889152030468466,1.0,27,1,17,1620,50
m-20-neighbor-a1-w300-p5000-paper-s3,20,20,neighbor,1,3,paper,300,5000,30,3,p5000,9,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,34,3,17,540,0.6666666666666666,0.0055248618784530384,225,0.15789473684210525,0.0055248618784530384,5,0,5,1.0,1.0,0,0.03827973688888955,0.0746959999999035,ev,7.033930163308829,0.09455203962275971,1.0,39,1,22,2340,101
m-20-neighbor-a1-w300-p5000-sliding-s1,20,20,neighbor,1,1,sliding,300,5000,30,3,p5000,6,1,17,0,2,1.0,0.8947368421052632,0.05555555555555555,0.10526315789473684,210,113,217,12148,0.4918032786885246,0.009216214011907675,25,0.8947368421052632,0.009216214011907675,229,86,18,1.0,1.0,0,0.038091829787233404,0.07432520000005298,ev,4.491657144093887,0.08530810430566425,1.0,246,94,134,14760,34
m-20-neighbor-a1-w300-p5000-sliding-s2,20,20,neighbor,1,2,sliding,300,5000,30,3,p5000,3,1,17,0,2,1.0,0.8947368421052632,0.05555555555555555,0.10526315789473684,444,68,166,11827,0.7278688524590164,0.005716687683900799,5,0.8947368421052632,0.005716687683900799,219,75,18,1.0,1.0,0,0.03837159574467675,0.07469600000009109,ev,5.044085372845068,0.0889152030468466,1.0,240,85,134,14400,48
m-20-neighbor-a1-w300-p5000-sliding-s3,20,20,neighbor,1,3,sliding,300,5000,30,3,p5000,9,1,8,0,11,1.0,0.42105263157894735,0.1111111111111111,0.19999999999999998,963,14,74,11027,0.9286403085824494,0.0012680010868580745,5,0.42105263157894735,0.0012680010868580745,217,90,18,1.0,1.0,0,0.038217180444446205,0.07455039999998687,ev,7.0461909851259374,0.09451755398248891,1.105263157894737,252,107,134,15120,101
m-20-neighbor-a1-w300-p10000-paper-s1,20,20,neighbor,1,1,paper,300,10000,30,3,p10000,6,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,14,4,7,599,0.6666666666666666,0.006633499170812604,225,0.15789473684210525,0.006633499170812604,9,0,7,1.0,1.0,0,0.038091829787233404,0.07432520000005298,ev,4.473111904027439,0.08530810430566425,1.0,23,0,15,1380,34
m-20-neighbor-a1-w300-p10000-paper-s2,20,20,neighbor,1,2,paper,300,10000,30,3,p10000,3,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,21,3,9,582,0.7,0.005128205128205128,225,0.15789473684210525,0.005128205128205128,7,0,6,1.0,1.0,0,0.0379677375886515,0.0736959999999641,ev,5.101509774812824,0.0889152030468466,1.0,27,1,17,1620,50
m-20-neighbor-a1-w300-p10000-paper-s3,20,20,neighbor,1,3,paper,300,10000,30,3,p10000,9,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,34,3,17,540,0.6666666666666666,0.0055248618784530384,225,0.15789473684210525,0.0055248618784530384,5,0,5,1.0,1.0,0,0.03827973688888955,0.0746959999999035,ev,7.033930163308829,0.09455203962275971,1.0,39,1,22,2340,101
m-20-neighbor-a1-w300-p10000-sliding-s1,20,20,neighbor,1,1,sliding,300,10000,30,3,p10000,6,1,17,0,2,1.0,0.8947368421052632,0.05555555555555555,0.10526315789473684,210,113,217,12148,0.4918032786885246,0.009216214011907675,25,0.8947368421052632,0.009216214011907675,229,86,18,1.0,1.0,0,0.038091829787233404,0.07432520000005298,ev,4.491657144093887,0.08530810430566425,1.0,246,94,134,14760,34
m-20-neighbor-a1-w300-p10000-sliding-s2,20,20,neighbor,1,2,sliding,300,10000,30,3,p10000,3,1,17,0,2,1.0,0.8947368421052632,0.05555555555555555,0.10526315789473684,444,68,166,11827,0.7278688524590164,0.005716687683900799,5,0.8947368421052632,0.005716687683900799,219,75,18,1.0,1.0,0,0.03837159574467675,0.07469600000009109,ev,5.044085372845068,0.0889152030468466,1.0,240,85,134,14400,48
m-20-neighbor-a1-w300-p10000-sliding-s3,20,20,neighbor,1,3,sliding,300,10000,30,3,p10000,9,1,8,0,11,1.0,0.42105263157894735,0.1111111111111111,0.19999999999999998,963,14,74,11027,0.9286403085824494,0.0012680010868580745,5,0.42105263157894735,0.0012680010868580745,217,90,18,1.0,1.0,0,0.038217180444446205,0.07455039999998687,ev,7.0461909851259374,0.09451755398248891,1.105263157894737,252,107,134,15120,101
m-20-neighbor-a1-w300-p30000-paper-s1,20,20,neighbor,1,1,paper,300,30000,30,3,p30000,6,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,14,4,7,599,0.6666666666666666,0.006633499170812604,225,0.15789473684210525,0.006633499170812604,9,0,7,1.0,1.0,0,0.038091829787233404,0.07432520000005298,ev,4.473111904027439,0.08530810430566425,1.0,23,0,15,1380,34
m-20-neighbor-a1-w300-p30000-paper-s2,20,20,neighbor,1,2,paper,300,30000,30,3,p30000,3,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,21,3,9,582,0.7,0.005128205128205128,225,0.15789473684210525,0.005128205128205128,7,0,6,1.0,1.0,0,0.0379677375886515,0.0736959999999641,ev,5.101509774812824,0.0889152030468466,1.0,27,1,17,1620,50
m-20-neighbor-a1-w300-p30000-paper-s3,20,20,neighbor,1,3,paper,300,30000,30,3,p30000,9,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,34,3,17,540,0.6666666666666666,0.0055248618784530384,225,0.15789473684210525,0.0055248618784530384,5,0,5,1.0,1.0,0,0.03827973688888955,0.0746959999999035,ev,7.033930163308829,0.09455203962275971,1.0,39,1,22,2340,101
m-20-neighbor-a1-w300-p30000-sliding-s1,20,20,neighbor,1,1,sliding,300,30000,30,3,p30000,6,1,17,0,2,1.0,0.8947368421052632,0.05555555555555555,0.10526315789473684,210,113,217,12148,0.4918032786885246,0.009216214011907675,25,0.8947368421052632,0.009216214011907675,229,86,18,1.0,1.0,0,0.038091829787233404,0.07432520000005298,ev,4.491657144093887,0.08530810430566425,1.0,246,94,134,14760,34
m-20-neighbor-a1-w300-p30000-sliding-s2,20,20,neighbor,1,2,sliding,300,30000,30,3,p30000,3,1,17,0,2,1.0,0.8947368421052632,0.05555555555555555,0.10526315789473684,444,68,166,11827,0.7278688524590164,0.005716687683900799,5,0.8947368421052632,0.005716687683900799,219,75,18,1.0,1.0,0,0.03837159574467675,0.07469600000009109,ev,5.044085372845068,0.0889152030468466,1.0,240,85,134,14400,48
m-20-neighbor-a1-w300-p30000-sliding-s3,20,20,neighbor,1,3,sliding,300,30000,30,3,p30000,9,1,8,0,11,1.0,0.42105263157894735,0.1111111111111111,0.19999999999999998,963,14,74,11027,0.9286403085824494,0.0012680010868580745,5,0.42105263157894735,0.0012680010868580745,217,90,18,1.0,1.0,0,0.038217180444446205,0.07455039999998687,ev,7.0461909851259374,0.09451755398248891,1.105263157894737,252,107,134,15120,101
m-20-neighbor-a1-w300-p0-paper-s1,20,20,neighbor,1,1,paper,300,0,30,3,p0,6,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,14,4,7,599,0.6666666666666666,0.006633499170812604,225,0.15789473684210525,0.006633499170812604,9,0,7,1.0,1.0,0,0.038091829787233404,0.07432520000005298,ev,4.473111904027439,0.08530810430566425,1.0,23,0,15,1380,34
m-20-neighbor-a1-w300-p0-paper-s2,20,20,neighbor,1,2,paper,300,0,30,3,p0,3,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,21,3,9,582,0.7,0.005128205128205128,225,0.15789473684210525,0.005128205128205128,7,0,6,1.0,1.0,0,0.0379677375886515,0.0736959999999641,ev,5.101509774812824,0.0889152030468466,1.0,27,1,17,1620,50
m-20-neighbor-a1-w300-p0-paper-s3,20,20,neighbor,1,3,paper,300,0,30,3,p0,9,1,3,0,16,1.0,0.15789473684210525,0.25,0.4,34,3,17,540,0.6666666666666666,0.0055248618784530384,225,0.15789473684210525,0.0055248618784530384,5,0,5,1.0,1.0,0,0.03827973688888955,0.0746959999999035,ev,7.033930163308829,0.09455203962275971,1.0,39,1,22,2340,101
