timestamp,profile,state,source,in_zone,f_obs_hz,offset_m,distance_to_track_m,lat,lon
1779697314.1183558,tractorbeam,ramp,sim,1,16.068,51.665,,44.99986348108263,11.003333797735799
1779697314.1784873,tractorbeam,ramp,sim,1,15.956,54.954,,44.999856560142334,11.00332753764677
1779697314.2415156,tractorbeam,ramp,sim,1,15.956,58.282,,44.999849639202566,11.003321277560042
1779697314.305095,tractorbeam,ramp,sim,1,15.956,61.638,,44.99984271826334,11.003315017475616
1779697314.3657413,tractorbeam,ramp,sim,1,15.907,65.024,,44.999835797324636,11.003308757393496
1779697314.4290376,tractorbeam,ramp,sim,1,15.956,68.452,,44.99982887638646,11.003302497313674
1779697314.4926856,tractorbeam,ramp,sim,1,15.907,71.895,,44.99982195544882,11.00329623723616
1779697314.5526018,tractorbeam,ramp,sim,1,15.872,75.374,,44.999815034511705,11.003289977160945
1779697314.616342,tractorbeam,ramp,sim,1,15.872,78.874,,44.99980811357514,11.003283717088035
1779697314.679328,tractorbeam,ramp,sim,1,15.793,82.414,,44.99980119263908,11.003277457017424
1779697314.7421005,tractorbeam,adaptive,sim,1,15.793,85.964,,44.99979427170357,11.00327119694912
1779697314.8054943,tractorbeam,adaptive,sim,1,15.853,85.964,22.902,44.99980317197377,11.003304596547387
1779697314.8661683,tractorbeam,adaptive,sim,1,15.853,85.964,21.911,44.999812672241966,11.003337896136147
1779697314.9274907,tractorbeam,adaptive,sim,1,15.853,85.964,20.853,44.99982237251064,11.003371295720743
1779697314.9918883,tractorbeam,adaptive,sim,1,15.907,85.964,19.773,44.999832372781,11.003404895300264
1779697315.0542507,tractorbeam,adaptive,sim,1,15.853,85.964,18.660,44.99984297305144,11.003438694866514
1779697315.114137,tractorbeam,adaptive,sim,1,15.907,85.964,17.480,44.99985377332237,11.0034725944286
1779697315.1804464,tractorbeam,adaptive,sim,1,15.907,85.964,16.278,44.999864873593616,11.003506593984815
1779697315.2438116,tractorbeam,adaptive,sim,1,15.907,85.964,15.042,44.99987627386564,11.0035406935367
1779697315.3036726,tractorbeam,adaptive,sim,1,15.882,85.964,13.773,44.99988807413864,11.003574993080264
1779697315.3648472,tractorbeam,adaptive,sim,1,15.882,114.888,12.460,44.99979427170357,11.00327119694912
1779697315.429864,tractorbeam,adaptive,sim,1,15.882,114.888,22.902,44.99980657207965,11.003305696346573
1779697315.4926298,tractorbeam,adaptive,sim,1,15.836,114.888,21.532,44.99981897245789,11.003340395739873
1779697315.5528636,tractorbeam,adaptive,sim,1,15.836,114.888,20.152,44.99983157283755,11.003375195129717
1779697315.6133919,tractorbeam,adaptive,sim,1,15.882,114.888,18.749,44.999844573215825,11.003409994508305
1779697315.6765525,tractorbeam,adaptive,sim,1,15.882,114.888,17.302,44.999857773594385,11.003444793884368
1779697315.739993,tractorbeam,adaptive,sim,1,15.882,114.888,15.833,44.999871273971706,11.00347959325147
1779697315.8032272,tractorbeam,adaptive,sim,1,15.882,114.888,14.330,44.99988517434897,11.00351439261145
1779697315.8653815,tractorbeam,adaptive,sim,1,15.862,114.888,12.782,44.99989927472817,11.003549391964981
1779697315.9294338,tractorbeam,adaptive,sim,0,15.862,114.888,11.213,44.999913575106994,11.003584391313918
1779697315.9932013,tractorbeam,adaptive,sim,0,15.835,114.888,9.621,44.99992817548642,11.003619490655035
1779697316.1131394,tractorbeam,adaptive,sim,0,15.835,114.888,7.995,44.99995777624403,11.003689589331074
1779697316.1758509,tractorbeam,adaptive,sim,0,15.835,114.888,4.700,44.99997287662253,11.003724688660705
1779697316.2398813,tractorbeam,adaptive,sim,0,15.819,114.888,3.019,44.99998807700266,11.003759887989178
1779697316.3043332,tractorbeam,adaptive,sim,0,15.819,114.888,1.327,45.000003377381454,11.003794987316283
1779697316.3652093,tractorbeam,adaptive,sim,0,15.803,149.520,0.376,44.999863767700035,11.003445276894844
1779697316.427552,tractorbeam,adaptive,sim,0,15.803,149.520,15.165,44.9998791682026,11.00348067601999
1779697316.491682,tractorbeam,adaptive,sim,0,15.803,149.520,13.451,44.99989446870294,11.003515975146628
1779697316.5520203,tractorbeam,adaptive,sim,0,15.790,149.520,11.748,44.99991016919957,11.003551074263791
1779697316.6162968,tractorbeam,adaptive,sim,0,15.790,149.520,10.000,44.999925869696206,11.003586173380956
1779697316.6768858,tractorbeam,adaptive,sim,0,15.800,149.520,8.252,44.99994187019081,11.003621172490412
1779697316.7388544,tractorbeam,adaptive,sim,0,15.800,149.520,6.471,44.99995817068278,11.003655971596027
1779697316.802415,tractorbeam,adaptive,sim,0,15.800,149.520,4.656,44.999974671168985,11.003690470696629
1779697316.8629768,tractorbeam,adaptive,sim,0,15.785,149.520,2.820,44.9999915716554,11.003724969788028
1779697316.927854,tractorbeam,adaptive,sim,0,15.785,149.520,0.938,45.000008472137324,11.003759168883018
1779697316.9926574,tractorbeam,adaptive,sim,0,15.783,149.520,0.943,45.000025472618155,11.003793367972367
