attacker_id,attack_type,period_ms,start_sec,duration_sec
6,neighbor,0,75,0
8,neighbor,0,75,0
9,neighbor,0,75,0
10,neighbor,0,75,0
14,neighbor,0,75,0
18,neighbor,0,75,0
22,neighbor,0,75,0
27,neighbor,0,75,0
30,neighbor,0,75,0
32,neighbor,0,75,0
33,neighbor,0,75,0
38,neighbor,0,75,0
