attacker_id,attack_type,period_ms,start_sec,duration_sec
3,neighbor,0,75,0
5,neighbor,0,75,0
7,neighbor,0,75,0
12,neighbor,0,75,0
15,neighbor,0,75,0
18,neighbor,0,75,0
20,neighbor,0,75,0
21,neighbor,0,75,0
23,neighbor,0,75,0
25,neighbor,0,75,0
35,neighbor,0,75,0
39,neighbor,0,75,0
